url,name,tdp,mtp,pbp,AMD Configurable TDP (cTDP),GPU Base
https://ark.intel.com//content/www/us/en/ark/products/148263/intel-core-i78086k-processor-12m-cache-up-to-5-00-ghz.html,intel core i78086k processor 12m ,95.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/137979/intel-core-i78559u-processor-8m-cache-up-to-4-50-ghz.html,intel core i78559u processor 8m ,28.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/140642/intel-core-i78700-processor-12m-cache-up-to-4-60-ghz-includes-intel-optane-memory-16gb.html,intel core i78700 processor 12m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/134905/intel-core-i78700b-processor-12m-cache-up-to-4-60-ghz.html,intel core i78700b processor 12m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/129948/intel-core-i78700t-processor-12m-cache-up-to-4-00-ghz.html,intel core i78700t processor 12m ,35.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/134906/intel-core-i78750h-processor-9m-cache-up-to-4-10-ghz.html,intel core i78750h processor 9m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/134899/intel-core-i78850h-processor-9m-cache-up-to-4-30-ghz.html,intel core i78850h processor 9m ,45.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/130411/intel-core-i78705g-processor-with-radeon-rx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz.html,intel core i78705g processor with radeon rx vega m gl graphics 8m ,,,,,
https://ark.intel.com//content/www/us/en/ark/products/130406/intel-core-i78706g-processor-with-radeon-rx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz.html,intel core i78706g processor with radeon rx vega m gl graphics 8m ,,,,,
https://ark.intel.com//content/www/us/en/ark/products/130407/intel-core-i78709g-processor-with-radeon-rx-vega-m-gh-graphics-8m-cache-up-to-4-10-ghz.html,intel core i78709g processor with radeon rx vega m gh graphics 8m ,,,,,
https://ark.intel.com//content/www/us/en/ark/products/130409/intel-core-i78809g-processor-with-radeon-rx-vega-m-gh-graphics-8m-cache-up-to-4-20-ghz.html,intel core i78809g processor with radeon rx vega m gh graphics 8m ,,,,,
https://ark.intel.com//content/www/us/en/ark/products/126686/intel-core-i78700-processor-12m-cache-up-to-4-60-ghz.html,intel core i78700 processor 12m ,65.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/126684/intel-core-i78700k-processor-12m-cache-up-to-4-70-ghz.html,intel core i78700k processor 12m ,95.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/122589/intel-core-i78550u-processor-8m-cache-up-to-4-00-ghz.html,intel core i78550u processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/124968/intel-core-i78650u-processor-8m-cache-up-to-4-20-ghz.html,intel core i78650u processor 8m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/97540/intel-core-i77560u-processor-4m-cache-up-to-3-80-ghz.html,intel core i77560u processor 4m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/97541/intel-core-i77567u-processor-4m-cache-up-to-4-00-ghz.html,intel core i77567u processor 4m ,28.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/97466/intel-core-i77600u-processor-4m-cache-up-to-3-90-ghz.html,intel core i77600u processor 4m ,15.0,,,,
https://ark.intel.com//content/www/us/en/ark/products/97537/intel-core-i77660u-processor-4m-cache-up-to-4-00-ghz.html,intel core i77660u processor 4m ,15.0,,,,
